request_id,hospital_id,hospital_name,city,state,required_role,department,employment_type,shift_preference,required_staff,filled_staff,open_positions,priority,request_status,request_date,assignment_start_date,assignment_end_date,duration_weeks,hourly_bill_rate
REQ000124,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Allied Health Professional,Allied Health,Local Contract,Evening,5,3,2,Medium,Partially Filled,2025-10-14,2025-10-29,2025-11-26,4,90.37
REQ000125,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Registered Nurse,General Nursing,Permanent Placement,Day,9,9,0,High,Filled,2025-12-10,2025-12-30,2026-02-24,8,101.63
REQ000126,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Registered Nurse,General Nursing,Permanent Placement,Day,13,9,4,Medium,Partially Filled,2025-12-01,2026-01-03,2026-07-04,26,148.36
REQ000127,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Laboratory Technician,Laboratory,Per Diem,Evening,4,1,3,Low,Partially Filled,2025-08-09,2025-09-17,2026-01-07,16,92.7
REQ000128,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Evening,6,0,6,High,Open,2025-11-04,2025-11-16,2026-03-08,16,88.05
REQ000129,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Allied Health Professional,Allied Health,Per Diem,Night,13,1,12,High,Partially Filled,2025-12-08,2025-12-16,2026-03-10,12,133.98
REQ000130,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Allied Health Professional,Allied Health,Local Contract,Evening,9,5,4,Critical,Partially Filled,2025-10-08,2025-10-17,2026-01-09,12,123.5
REQ000131,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Night,5,1,4,High,Partially Filled,2025-09-02,2025-10-08,2025-11-05,4,122.09
REQ000132,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,Laboratory Technician,Laboratory,Local Contract,Morning,5,0,5,Medium,Open,2026-02-20,2026-04-02,2026-07-02,13,122.66
REQ000133,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Allied Health Professional,Allied Health,Permanent Placement,Evening,7,6,1,Medium,Partially Filled,2025-12-18,2026-01-01,2026-03-26,12,103.08
REQ000134,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Allied Health Professional,Allied Health,Travel Contract,Evening,12,6,6,High,Partially Filled,2026-04-23,2026-05-17,2026-06-14,4,147.56
REQ000135,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Physician,Medical Services,Per Diem,Morning,6,5,1,Medium,Partially Filled,2026-01-12,2026-01-25,2026-02-22,4,290.24
REQ000136,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Radiologic Technologist,Radiology,Permanent Placement,Morning,12,5,7,High,Partially Filled,2026-01-27,2026-03-03,2026-03-31,4,137.4
REQ000137,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Night,9,2,7,High,Partially Filled,2026-07-10,2026-08-11,2026-11-03,12,152.47
REQ000138,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Registered Nurse,General Nursing,Per Diem,Morning,13,10,3,Medium,Partially Filled,2025-10-04,2025-10-15,2025-12-10,8,124.71
REQ000139,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Night,6,3,3,Medium,Partially Filled,2026-07-14,2026-08-18,2026-11-10,12,127.86
REQ000140,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Physician,Medical Services,Permanent Placement,Evening,12,2,10,Critical,Partially Filled,2025-12-06,2025-12-20,2026-01-17,4,248.24
REQ000141,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,Radiologic Technologist,Radiology,Local Contract,Day,15,15,0,Medium,Filled,2025-11-18,2025-12-13,2026-06-13,26,87.18
REQ000142,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Radiologic Technologist,Radiology,Travel Contract,Morning,6,5,1,High,Partially Filled,2025-09-14,2025-10-11,2026-04-11,26,141.6
REQ000143,224039,WHITTIER PAVILION,HAVERHILL,MA,Emergency Room Nurse,Emergency Department,Local Contract,Night,2,0,2,High,Open,2026-02-02,2026-03-13,2026-05-08,8,101.84
REQ000144,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Physical Therapist,Rehabilitation,Travel Contract,Morning,3,0,3,Medium,Open,2026-02-05,2026-03-13,2026-07-03,16,142.19
REQ000145,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Laboratory Technician,Laboratory,Per Diem,Day,2,0,2,Medium,Open,2026-02-27,2026-04-01,2026-07-22,16,115.61
REQ000146,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Day,13,2,11,High,Partially Filled,2026-05-10,2026-06-23,2026-08-18,8,136.27
REQ000147,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Emergency Room Nurse,Emergency Department,Per Diem,Day,4,2,2,Medium,Partially Filled,2025-10-22,2025-11-18,2026-05-19,26,144.45
REQ000148,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Physician,Medical Services,Local Contract,Night,9,1,8,Medium,Partially Filled,2025-10-04,2025-10-30,2026-02-19,16,283.71
REQ000149,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Allied Health Professional,Allied Health,Per Diem,Night,2,0,2,High,Open,2026-05-16,2026-05-25,2026-06-22,4,119.16
REQ000150,224039,WHITTIER PAVILION,HAVERHILL,MA,Registered Nurse,General Nursing,Permanent Placement,Night,11,4,7,High,Partially Filled,2026-04-12,2026-05-23,2026-08-15,12,132.95
REQ000151,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Radiologic Technologist,Radiology,Permanent Placement,Evening,8,6,2,Medium,Partially Filled,2025-09-07,2025-09-17,2025-11-12,8,124.47
REQ000152,220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,Allied Health Professional,Allied Health,Travel Contract,Morning,13,5,8,Medium,Partially Filled,2026-01-24,2026-02-25,2026-04-22,8,98.58
REQ000153,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Travel Nurse,Travel Nursing,Permanent Placement,Night,5,3,2,Critical,Partially Filled,2025-10-12,2025-10-25,2025-11-22,4,178.16
REQ000154,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Physical Therapist,Rehabilitation,Permanent Placement,Evening,8,8,0,High,Filled,2026-01-08,2026-01-27,2026-03-24,8,126.82
REQ000155,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Respiratory Therapist,Respiratory Care,Per Diem,Day,4,4,0,Low,Filled,2026-04-16,2026-05-22,2026-07-17,8,119.64
REQ000156,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Radiologic Technologist,Radiology,Permanent Placement,Night,14,1,13,High,Partially Filled,2025-12-25,2026-02-04,2026-03-04,4,132.93
REQ000157,220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,Allied Health Professional,Allied Health,Local Contract,Morning,10,8,2,High,Partially Filled,2025-08-24,2025-09-25,2025-10-23,4,95.15
REQ000158,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Radiologic Technologist,Radiology,Travel Contract,Night,11,9,2,Critical,Partially Filled,2026-05-09,2026-06-02,2026-09-22,16,109.57
REQ000159,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Laboratory Technician,Laboratory,Permanent Placement,Day,10,8,2,Low,Partially Filled,2026-02-04,2026-02-20,2026-04-17,8,77.59
REQ000160,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Radiologic Technologist,Radiology,Local Contract,Morning,10,8,2,Critical,Partially Filled,2026-04-23,2026-05-29,2026-07-24,8,104.3
REQ000161,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Physical Therapist,Rehabilitation,Permanent Placement,Morning,9,8,1,Medium,Partially Filled,2026-01-01,2026-02-14,2026-05-09,12,93.16
REQ000162,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Evening,13,11,2,Medium,Partially Filled,2026-03-02,2026-04-15,2026-07-08,12,150.89
REQ000163,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Physical Therapist,Rehabilitation,Permanent Placement,Night,8,2,6,High,Partially Filled,2025-11-25,2025-12-05,2026-03-27,16,108.95
REQ000164,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,ICU Nurse,Intensive Care Unit,Local Contract,Evening,6,3,3,High,Partially Filled,2025-11-06,2025-11-14,2026-02-13,13,133.73
REQ000165,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Radiologic Technologist,Radiology,Per Diem,Evening,4,4,0,Medium,Filled,2025-09-01,2025-09-16,2026-01-06,16,103.96
REQ000166,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Radiologic Technologist,Radiology,Per Diem,Evening,6,5,1,Medium,Partially Filled,2026-04-30,2026-05-28,2026-09-17,16,99.26
REQ000167,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Physician,Medical Services,Permanent Placement,Morning,12,3,9,Medium,Partially Filled,2025-11-24,2025-12-20,2026-03-14,12,279.23
REQ000168,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Physician,Medical Services,Permanent Placement,Morning,9,6,3,Critical,Partially Filled,2025-10-02,2025-11-14,2026-05-15,26,296.32
REQ000169,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Registered Nurse,General Nursing,Per Diem,Evening,15,14,1,Medium,Partially Filled,2025-12-26,2026-01-07,2026-04-01,12,142.96
REQ000170,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Laboratory Technician,Laboratory,Local Contract,Night,2,2,0,Low,Filled,2026-07-23,2026-08-16,2026-10-11,8,131.36
REQ000171,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Travel Nurse,Travel Nursing,Permanent Placement,Day,6,5,1,High,Partially Filled,2025-08-27,2025-09-09,2025-12-09,13,124.62
REQ000172,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Emergency Room Nurse,Emergency Department,Per Diem,Morning,11,3,8,Medium,Partially Filled,2026-02-25,2026-04-03,2026-07-03,13,104.14
REQ000173,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Physical Therapist,Rehabilitation,Local Contract,Evening,12,0,12,High,Open,2025-11-27,2026-01-07,2026-07-08,26,104.31
REQ000174,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Respiratory Therapist,Respiratory Care,Per Diem,Day,14,14,0,Low,Filled,2026-04-11,2026-04-29,2026-10-28,26,124.76
REQ000175,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Allied Health Professional,Allied Health,Permanent Placement,Night,9,8,1,High,Partially Filled,2025-12-24,2026-01-29,2026-07-30,26,122.76
REQ000176,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,ICU Nurse,Intensive Care Unit,Local Contract,Day,8,4,4,High,Partially Filled,2026-01-17,2026-02-03,2026-08-04,26,160.35
REQ000177,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Travel Nurse,Travel Nursing,Travel Contract,Evening,9,5,4,High,Partially Filled,2025-10-29,2025-11-30,2026-03-01,13,127.93
REQ000178,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Radiologic Technologist,Radiology,Local Contract,Evening,5,3,2,High,Partially Filled,2026-01-13,2026-02-04,2026-03-04,4,148.78
REQ000179,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Physical Therapist,Rehabilitation,Local Contract,Day,11,5,6,High,Partially Filled,2026-05-21,2026-05-28,2026-08-20,12,124.58
REQ000180,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Morning,13,4,9,Medium,Partially Filled,2026-07-18,2026-08-26,2027-02-24,26,100.46
REQ000181,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Radiologic Technologist,Radiology,Permanent Placement,Evening,10,5,5,High,Partially Filled,2025-10-18,2025-11-23,2026-05-24,26,138.14
REQ000182,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Travel Nurse,Travel Nursing,Per Diem,Day,9,7,2,Critical,Partially Filled,2026-07-15,2026-08-29,2026-09-26,4,122.85
REQ000183,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Laboratory Technician,Laboratory,Per Diem,Evening,3,1,2,Medium,Partially Filled,2025-11-12,2025-12-25,2026-04-16,16,82.38
REQ000184,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Radiologic Technologist,Radiology,Permanent Placement,Night,13,0,13,Medium,Open,2025-09-16,2025-10-25,2026-01-24,13,113.98
REQ000185,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Laboratory Technician,Laboratory,Per Diem,Day,1,1,0,High,Filled,2026-03-25,2026-04-20,2026-10-19,26,108.48
REQ000186,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Day,1,0,1,Medium,Open,2026-01-24,2026-02-04,2026-05-27,16,97.6
REQ000187,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Evening,14,14,0,Low,Filled,2026-02-08,2026-03-11,2026-06-10,13,152.49
REQ000188,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Emergency Room Nurse,Emergency Department,Local Contract,Night,3,3,0,High,Filled,2026-07-01,2026-07-30,2026-08-27,4,152.93
REQ000189,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Radiologic Technologist,Radiology,Local Contract,Night,9,6,3,Medium,Partially Filled,2026-07-11,2026-08-21,2026-11-20,13,92.86
REQ000190,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,ICU Nurse,Intensive Care Unit,Local Contract,Night,13,0,13,Low,Open,2025-08-17,2025-09-19,2026-01-09,16,146.58
REQ000191,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Physical Therapist,Rehabilitation,Permanent Placement,Evening,12,0,12,Medium,Open,2026-07-11,2026-07-21,2026-09-15,8,107.21
REQ000192,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Emergency Room Nurse,Emergency Department,Per Diem,Morning,14,14,0,Medium,Filled,2026-04-15,2026-05-10,2026-07-05,8,161.34
REQ000193,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Travel Nurse,Travel Nursing,Permanent Placement,Evening,1,0,1,Low,Open,2026-02-28,2026-03-26,2026-06-18,12,139.11
REQ000194,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Respiratory Therapist,Respiratory Care,Local Contract,Morning,7,6,1,Medium,Partially Filled,2026-04-26,2026-05-23,2026-11-21,26,137.81
REQ000195,220126,NORWOOD HOSPITAL,NORWOOD,MA,Travel Nurse,Travel Nursing,Travel Contract,Evening,3,3,0,Critical,Filled,2025-11-24,2025-12-20,2026-06-20,26,154.01
REQ000196,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Evening,6,5,1,High,Partially Filled,2025-12-03,2025-12-26,2026-02-20,8,91.47
REQ000197,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,Registered Nurse,General Nursing,Travel Contract,Day,10,9,1,Medium,Partially Filled,2025-12-16,2026-01-16,2026-07-17,26,138.32
REQ000198,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Travel Nurse,Travel Nursing,Local Contract,Night,5,0,5,Critical,Open,2026-04-03,2026-04-23,2026-07-16,12,123.21
REQ000199,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Travel Nurse,Travel Nursing,Local Contract,Morning,4,3,1,High,Partially Filled,2026-07-23,2026-09-06,2027-03-07,26,141.65
REQ000200,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Allied Health Professional,Allied Health,Permanent Placement,Day,9,7,2,High,Partially Filled,2026-01-05,2026-01-28,2026-04-22,12,140.57
REQ000201,220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,Travel Nurse,Travel Nursing,Local Contract,Day,1,0,1,Medium,Open,2026-02-06,2026-03-05,2026-06-04,13,180.43
REQ000202,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Night,6,1,5,Medium,Partially Filled,2025-12-30,2026-01-15,2026-03-12,8,130.82
REQ000203,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Physician,Medical Services,Local Contract,Night,3,2,1,High,Partially Filled,2026-04-08,2026-05-16,2026-08-15,13,274.18
REQ000204,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Registered Nurse,General Nursing,Travel Contract,Day,14,10,4,Medium,Partially Filled,2026-04-26,2026-05-05,2026-06-02,4,143.98
REQ000205,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Morning,4,4,0,Low,Filled,2026-07-29,2026-08-14,2026-09-11,4,149.64
REQ000206,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Radiologic Technologist,Radiology,Travel Contract,Day,1,1,0,Medium,Filled,2026-07-04,2026-08-11,2026-09-08,4,101.23
REQ000207,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Registered Nurse,General Nursing,Local Contract,Night,2,0,2,Medium,Open,2026-04-15,2026-05-19,2026-07-14,8,121.85
REQ000208,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Physician,Medical Services,Local Contract,Night,7,7,0,Medium,Filled,2026-02-20,2026-03-04,2026-05-27,12,297.96
REQ000209,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Registered Nurse,General Nursing,Travel Contract,Day,7,7,0,High,Filled,2025-09-17,2025-10-19,2026-01-18,13,90.79
REQ000210,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,Allied Health Professional,Allied Health,Local Contract,Night,15,1,14,Critical,Partially Filled,2026-05-17,2026-05-30,2026-09-19,16,138.46
REQ000211,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Radiologic Technologist,Radiology,Travel Contract,Night,11,4,7,Critical,Partially Filled,2025-12-17,2025-12-26,2026-01-23,4,104.01
REQ000212,220017,CARNEY HOSPITAL,BOSTON,MA,Physical Therapist,Rehabilitation,Local Contract,Evening,5,1,4,High,Partially Filled,2025-10-13,2025-11-14,2025-12-12,4,129.84
REQ000213,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Day,12,5,7,Medium,Partially Filled,2026-07-19,2026-07-31,2026-11-20,16,158.71
REQ000214,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Physical Therapist,Rehabilitation,Travel Contract,Morning,13,5,8,High,Partially Filled,2026-06-11,2026-07-26,2026-10-25,13,123.54
REQ000215,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Allied Health Professional,Allied Health,Travel Contract,Morning,3,3,0,High,Filled,2026-05-11,2026-06-11,2026-09-10,13,139.92
REQ000216,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Physician,Medical Services,Local Contract,Evening,13,10,3,Medium,Partially Filled,2025-10-18,2025-11-18,2026-05-19,26,247.46
REQ000217,220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,Physician,Medical Services,Travel Contract,Night,2,0,2,Medium,Open,2026-03-16,2026-04-15,2026-07-08,12,278.99
REQ000218,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Morning,6,4,2,High,Partially Filled,2025-09-22,2025-09-30,2025-10-28,4,85.86
REQ000219,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Respiratory Therapist,Respiratory Care,Local Contract,Evening,10,8,2,Medium,Partially Filled,2025-09-13,2025-10-25,2025-12-20,8,103.82
REQ000220,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Radiologic Technologist,Radiology,Permanent Placement,Morning,7,4,3,Medium,Partially Filled,2025-10-14,2025-10-25,2025-12-20,8,87.38
REQ000221,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Travel Nurse,Travel Nursing,Permanent Placement,Day,10,3,7,Medium,Partially Filled,2026-06-17,2026-07-25,2026-11-14,16,115.47
REQ000222,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Allied Health Professional,Allied Health,Permanent Placement,Night,8,5,3,Medium,Partially Filled,2026-06-14,2026-07-15,2026-10-07,12,132.22
REQ000223,220012,CAPE COD HOSPITAL,HYANNIS,MA,Radiologic Technologist,Radiology,Permanent Placement,Night,6,2,4,Medium,Partially Filled,2026-01-08,2026-01-26,2026-04-27,13,101.62
REQ000224,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Allied Health Professional,Allied Health,Local Contract,Day,10,8,2,Critical,Partially Filled,2025-09-28,2025-11-10,2026-01-05,8,122.31
REQ000225,220017,CARNEY HOSPITAL,BOSTON,MA,Radiologic Technologist,Radiology,Local Contract,Morning,11,7,4,Medium,Partially Filled,2025-12-28,2026-01-08,2026-04-09,13,128.11
REQ000226,220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Day,8,6,2,High,Partially Filled,2025-09-07,2025-10-12,2026-02-01,16,110.17
REQ000227,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Physical Therapist,Rehabilitation,Per Diem,Night,13,3,10,High,Partially Filled,2026-06-23,2026-07-05,2026-08-02,4,95.1
REQ000228,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Respiratory Therapist,Respiratory Care,Per Diem,Night,1,0,1,Medium,Open,2026-01-17,2026-02-20,2026-03-20,4,121.32
REQ000229,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Physical Therapist,Rehabilitation,Local Contract,Morning,7,7,0,Critical,Filled,2025-11-22,2025-12-27,2026-03-21,12,125.79
REQ000230,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Respiratory Therapist,Respiratory Care,Per Diem,Morning,3,2,1,Medium,Partially Filled,2025-09-13,2025-09-27,2026-03-28,26,99.48
REQ000231,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Allied Health Professional,Allied Health,Permanent Placement,Morning,12,11,1,Low,Partially Filled,2026-04-01,2026-04-14,2026-07-14,13,93.13
REQ000232,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Registered Nurse,General Nursing,Local Contract,Night,13,2,11,High,Partially Filled,2026-01-23,2026-02-05,2026-08-06,26,108.17
REQ000233,220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,Radiologic Technologist,Radiology,Permanent Placement,Evening,3,1,2,Low,Partially Filled,2025-11-27,2025-12-29,2026-06-29,26,124.99
REQ000234,220012,CAPE COD HOSPITAL,HYANNIS,MA,Radiologic Technologist,Radiology,Local Contract,Morning,1,0,1,High,Open,2026-05-31,2026-07-04,2026-10-03,13,138.61
REQ000235,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Physical Therapist,Rehabilitation,Local Contract,Evening,6,2,4,Medium,Partially Filled,2025-09-22,2025-11-02,2025-12-28,8,138.95
REQ000236,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,Laboratory Technician,Laboratory,Travel Contract,Morning,7,6,1,Medium,Partially Filled,2026-06-24,2026-07-21,2026-11-10,16,100.05
REQ000237,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Physician,Medical Services,Per Diem,Day,11,2,9,Medium,Partially Filled,2026-06-11,2026-07-25,2026-08-22,4,248.19
REQ000238,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Evening,10,2,8,Medium,Partially Filled,2026-04-19,2026-05-20,2026-08-19,13,144.49
REQ000239,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Emergency Room Nurse,Emergency Department,Local Contract,Morning,5,1,4,High,Partially Filled,2026-05-12,2026-05-29,2026-08-28,13,143.36
REQ000240,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Registered Nurse,General Nursing,Permanent Placement,Evening,14,6,8,High,Partially Filled,2026-04-06,2026-04-21,2026-06-16,8,114.09
REQ000241,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Radiologic Technologist,Radiology,Per Diem,Day,1,0,1,Medium,Open,2025-10-25,2025-11-06,2026-02-26,16,119.63
